"cell50x50","SR_forest_ebba1","SR_agriculture_ebba1","SR_generalist_ebba1","SR_forest_ebba2","SR_agriculture_ebba2","SR_generalist_ebba2","deltaSR_bird_forest","deltaSR_bird_agriculture","deltaSR_bird_generalist","SR_forest_m_b2000","SR_agriculture_m_b2000","SR_generalist_m_b2000","SR_forest_m_a2015","SR_agriculture_m_a2015","SR_generalist_m_a2015","deltaSR_mammal_forest","deltaSR_mammal_agriculture","deltaSR_mammal_generalist"
"34WEV3",34,19,61,30,19,58,-4,0,-3,NA,NA,2,3,NA,11,NA,NA,9
"34WEV4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,8,0,NA,6
"34WFA1",30,28,65,45,29,75,15,1,10,6,NA,9,4,NA,7,-2,NA,-2
"34WFA2",33,22,64,44,29,73,11,7,9,7,NA,13,4,NA,9,-3,NA,-4
"34WFB2",14,22,57,22,22,52,8,0,-5,1,NA,2,2,NA,2,1,NA,0
"34WFS2",39,34,84,45,40,97,6,6,13,3,NA,8,5,NA,11,2,NA,3
"34WFU1",38,25,73,43,27,78,5,2,5,2,1,11,4,1,13,2,0,2
"34WFU2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,1,18,3,NA,13
"34WFV1",35,22,69,42,26,76,7,4,7,6,NA,9,5,NA,10,-1,NA,1
"34WFV2",38,22,72,45,28,77,7,6,5,1,NA,5,5,NA,9,4,NA,4
"35SKB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA
"35SKC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,7,NA,NA,6
"35SKE4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"35TKE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1
"35TKF3",41,24,73,45,22,77,4,-2,4,NA,NA,NA,1,2,13,NA,NA,NA
"35TKF4",33,36,90,31,31,78,-2,-5,-12,NA,NA,NA,1,1,5,NA,NA,NA
"35TKG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,14,1,1,6,-6,-4,-8
"35TKG4",35,21,66,42,21,74,7,0,8,6,3,15,2,NA,12,-4,NA,-3
"35TKH3",25,20,62,36,22,77,11,2,15,4,5,13,NA,1,6,NA,-4,-7
"35TKH4",35,23,74,43,22,81,8,-1,7,5,2,12,2,NA,5,-3,NA,-7
"35TKJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"35TKJ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"35TKK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,1
"35TKK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"35TKL3",27,19,67,36,26,75,9,7,8,NA,NA,NA,1,NA,6,NA,NA,NA
"35TKL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"35TLF1",37,21,79,40,20,74,3,-1,-5,2,NA,9,NA,NA,9,NA,NA,0
"35TLF2",33,39,103,26,34,82,-7,-5,-21,NA,NA,2,1,NA,9,NA,NA,7
"35TLF3",28,22,83,37,25,80,9,3,-3,4,4,7,1,NA,4,-3,NA,-3
"35TLF4",24,38,82,22,33,74,-2,-5,-8,NA,NA,2,1,NA,12,NA,NA,10
"35TLG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,13,4,1,8,-2,-4,-5
"35TLG2",38,24,83,46,23,80,8,-1,-3,6,5,14,1,1,6,-5,-4,-8
"35TLG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,9,3,2,16,-1,-1,7
"35TLG4",32,27,89,36,29,91,4,2,2,4,1,7,6,1,9,2,0,2
"35TLH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8,2,1,14,-1,-2,6
"35TLH2",36,34,90,45,29,98,9,-5,8,6,5,12,5,2,14,-1,-3,2
"35TLH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,2,1,8,-2,-4,2
"35TLH4",32,29,85,44,23,86,12,-6,1,5,4,13,4,2,14,-1,-2,1
"35TLJ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,6,NA,NA,4
"35TLJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"35TLJ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,3,5,NA,1,1
"35TLK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,NA,NA,NA
"35TLK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2,NA,NA,0
"35TLK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA
"35TLL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,11,NA,NA,10
"35TLL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,NA,NA,NA
"35TLL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,12,NA,NA,11
"35TLL4",31,18,55,45,17,64,14,-1,9,1,NA,1,6,2,16,5,NA,15
"35TLM1",36,22,84,42,25,80,6,3,-4,NA,NA,1,NA,1,7,NA,NA,6
"35TLM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA
"35TLM3",39,22,70,45,20,69,6,-2,-1,NA,NA,3,6,NA,11,NA,NA,8
"35TLM4",36,21,77,48,25,79,12,4,2,NA,NA,NA,10,NA,23,NA,NA,NA
"35TLN1",32,11,51,37,12,55,5,1,4,NA,NA,NA,14,NA,22,NA,NA,NA
"35TLN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,8,1,NA,1,-6,NA,-7
"35TLN3",27,9,42,34,10,55,7,1,13,1,NA,2,5,NA,14,4,NA,12
"35TLN4",30,13,51,40,11,52,10,-2,1,1,NA,1,2,NA,9,1,NA,8
"35TMF1",32,23,76,42,23,77,10,0,1,5,2,8,2,1,7,-3,-1,-1
"35TMF2",34,42,105,34,41,98,0,-1,-7,NA,NA,NA,NA,1,11,NA,NA,NA
"35TMF3",18,18,45,20,16,63,2,-2,18,NA,NA,NA,1,NA,NA,NA,NA,NA
"35TMG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,1,10,NA,NA,5
"35TMG2",31,29,83,37,30,89,6,1,6,5,2,9,5,1,15,0,-1,6
"35TMG3",23,25,74,31,27,82,8,2,8,5,3,21,NA,2,9,NA,-1,-12
"35TMG4",21,21,61,32,22,76,11,1,15,1,NA,1,1,NA,3,0,NA,2
"35TMH1",24,20,66,34,21,76,10,1,10,6,5,10,NA,NA,5,NA,NA,-5
"35TMH2",35,31,81,40,30,89,5,-1,8,5,3,8,2,1,8,-3,-2,0
"35TMH3",30,31,79,35,25,80,5,-6,1,5,4,9,2,1,2,-3,-3,-7
"35TMH4",28,30,84,42,32,91,14,2,7,6,5,14,NA,1,5,NA,-4,-9
"35TMJ1",24,25,79,32,28,89,8,3,10,1,4,4,3,NA,8,2,NA,4
"35TMJ2",36,35,99,33,29,89,-3,-6,-10,3,6,9,2,1,6,-1,-5,-3
"35TMJ3",21,32,86,32,35,97,11,3,11,NA,1,1,NA,1,4,NA,0,3
"35TMJ4",23,25,72,26,23,73,3,-2,1,4,6,11,NA,1,2,NA,-5,-9
"35TMK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"35TMK2",16,22,64,24,24,78,8,2,14,1,NA,4,1,NA,10,0,NA,6
"35TMK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"35TMK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"35TML1",31,20,67,40,21,67,9,1,0,NA,NA,1,4,1,10,NA,NA,9
"35TML2",25,12,45,35,13,57,10,1,12,NA,NA,NA,2,NA,10,NA,NA,NA
"35TML3",32,20,68,39,12,56,7,-8,-12,NA,NA,NA,5,NA,11,NA,NA,NA
"35TML4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,6,NA,NA,5
"35TMM1",28,11,51,38,15,56,10,4,5,NA,NA,NA,NA,NA,4,NA,NA,NA
"35TMM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,NA,NA
"35TMM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA
"35TMM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA
"35TMN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA
"35TMN2",36,17,55,38,20,56,2,3,1,NA,NA,NA,1,NA,6,NA,NA,NA
"35TMN3",19,20,57,25,24,75,6,4,18,NA,NA,NA,NA,1,8,NA,NA,NA
"35TMN4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
"35TNG1",35,35,101,40,32,100,5,-3,-1,6,3,11,3,1,11,-3,-2,0
"35TNG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,1,10,1,-2,6
"35TNG3",34,31,88,41,29,101,7,-2,13,5,6,17,5,3,23,0,-3,6
"35TNG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,9,1,NA,3,-3,NA,-6
"35TNH1",32,31,83,33,26,84,1,-5,1,4,4,12,1,4,7,-3,0,-5
"35TNH2",38,41,109,41,40,109,3,-1,0,5,6,11,NA,3,11,NA,-3,0
"35TNH3",32,35,103,38,33,97,6,-2,-6,5,2,10,2,NA,7,-3,NA,-3
"35TNH4",24,32,93,35,34,101,11,2,8,4,NA,2,1,NA,4,-3,NA,2
"35TNJ1",32,35,87,35,39,101,3,4,14,3,8,20,2,1,6,-1,-7,-14
"35TNJ2",24,26,72,22,23,66,-2,-3,-6,2,7,7,NA,1,1,NA,-6,-6
"35TNJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,20,2,4,15,-3,-1,-5
"35TNJ4",19,28,72,28,29,82,9,1,10,4,10,16,1,1,3,-3,-9,-13
"35TNK1",9,27,58,14,34,65,5,7,7,NA,NA,NA,NA,1,1,NA,NA,NA
"35TNK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA
"35TNK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,NA,1,11,NA,-1,3
"35TNK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,2,1,13,NA,-7,-3
"35TNL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA
"35TNL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA
"35TNL3",24,35,92,32,33,86,8,-2,-6,NA,1,1,NA,1,1,NA,0,0
"35TNL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,19,1,2,11,-1,-2,-8
"35TNM1",15,19,53,21,22,59,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35TNM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA
"35TNM3",19,22,63,28,28,76,9,6,13,NA,NA,NA,1,1,2,NA,NA,NA
"35TNM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"35TNN1",27,28,88,33,30,84,6,2,-4,NA,NA,1,NA,1,1,NA,NA,0
"35TNN2",19,26,74,31,28,87,12,2,13,NA,NA,NA,5,1,6,NA,NA,NA
"35TNN4",27,29,80,31,27,79,4,-2,-1,NA,NA,NA,1,2,6,NA,NA,NA
"35TPJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,19,1,3,12,-2,-3,-7
"35TPJ2",23,37,84,31,35,95,8,-2,11,2,3,15,1,2,9,-1,-1,-6
"35TPK1",24,34,90,29,30,97,5,-4,7,6,4,27,3,3,15,-3,-1,-12
"35TPK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,12,NA,6,18,NA,4,6
"35TPK3",21,35,80,25,37,86,4,2,6,1,6,22,NA,2,8,NA,-4,-14
"35TPK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"35TPL2",19,41,80,36,36,97,17,-5,17,2,7,26,1,3,18,-1,-4,-8
"35TPL4",23,32,80,29,40,93,6,8,13,1,1,26,1,2,16,0,1,-10
"35TQK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,9,NA,NA,-6
"35TQL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,20,NA,NA,12,NA,NA,-8
"35ULA1",38,35,87,46,34,88,8,-1,1,NA,NA,1,7,1,14,NA,NA,13
"35ULA2",38,29,80,49,28,83,11,-1,3,NA,NA,NA,8,NA,13,NA,NA,NA
"35ULA3",35,28,79,49,32,87,14,4,8,NA,NA,2,8,2,19,NA,NA,17
"35ULA4",40,30,81,49,38,86,9,8,5,NA,NA,NA,2,NA,11,NA,NA,NA
"35ULB1",32,22,73,43,27,76,11,5,3,NA,NA,NA,3,NA,9,NA,NA,NA
"35ULB2",34,27,77,43,25,71,9,-2,-6,NA,NA,NA,1,NA,8,NA,NA,NA
"35ULB3",38,31,78,47,26,78,9,-5,0,NA,NA,NA,2,NA,11,NA,NA,NA
"35ULB4",38,28,79,43,27,79,5,-1,0,NA,NA,NA,4,NA,13,NA,NA,NA
"35ULP2",37,12,61,41,15,64,4,3,3,4,2,12,13,NA,26,9,NA,14
"35ULP4",34,14,66,40,17,63,6,3,-3,2,NA,3,14,NA,21,12,NA,18
"35ULR1",31,31,82,38,35,90,7,4,8,1,1,5,NA,2,6,NA,1,1
"35ULS2",30,32,88,36,32,83,6,0,-5,2,2,11,6,1,20,4,-1,9
"35ULV1",40,26,80,49,38,86,9,12,6,NA,NA,NA,1,NA,7,NA,NA,NA
"35ULV3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8,NA,NA,NA
"35UMA1",40,29,76,49,35,87,9,6,11,NA,NA,NA,4,NA,9,NA,NA,NA
"35UMA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"35UMA3",45,31,83,48,40,86,3,9,3,NA,NA,NA,1,NA,7,NA,NA,NA
"35UMB1",37,27,80,47,36,89,10,9,9,NA,NA,1,4,NA,18,NA,NA,17
"35UMB2",39,31,82,49,38,95,10,7,13,NA,NA,1,4,NA,21,NA,NA,20
"35UMB3",38,33,82,51,40,91,13,7,9,NA,NA,NA,1,NA,7,NA,NA,NA
"35UMB4",39,33,78,49,41,95,10,8,17,NA,NA,NA,1,1,8,NA,NA,NA
"35UMP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,13,NA,NA,10
"35UMP4",35,24,77,30,32,81,-5,8,4,2,NA,3,NA,NA,NA,NA,NA,NA
"35UMV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA
"35UNB1",40,34,83,50,41,95,10,7,12,NA,NA,NA,1,NA,4,NA,NA,NA
"35UNP2",25,28,79,26,27,76,1,-1,-3,NA,NA,NA,NA,1,2,NA,NA,NA
"35VLC1",32,24,69,43,27,83,11,3,14,NA,NA,NA,NA,NA,3,NA,NA,NA
"35VLC2",31,19,68,43,25,75,12,6,7,NA,NA,NA,NA,NA,4,NA,NA,NA
"35VLC3",37,26,75,47,34,79,10,8,4,NA,NA,NA,NA,NA,1,NA,NA,NA
"35VLC4",36,27,72,46,33,80,10,6,8,NA,NA,NA,3,NA,5,NA,NA,NA
"35VLD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"35VLD2",39,30,85,50,33,89,11,3,4,NA,NA,NA,1,1,8,NA,NA,NA
"35VLD3",39,28,74,49,33,80,10,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA
"35VLD4",41,27,74,48,30,80,7,3,6,NA,NA,NA,5,NA,8,NA,NA,NA
"35VLE3",46,34,89,49,40,92,3,6,3,9,2,26,10,1,28,1,-1,2
"35VLE4",44,34,88,48,37,90,4,3,2,7,1,25,9,1,31,2,0,6
"35VLF3",48,35,87,49,34,89,1,-1,2,8,1,26,12,2,29,4,1,3
"35VLF4",41,22,74,46,31,76,5,9,2,8,1,25,12,1,30,4,0,5
"35VLG3",41,36,95,51,38,104,10,2,9,16,2,31,16,1,30,0,-1,-1
"35VLG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,18,10,NA,17,3,NA,-1
"35VLH3",44,34,83,48,37,91,4,3,8,14,2,23,14,1,21,0,-1,-2
"35VLH4",42,31,81,47,40,90,5,9,9,15,2,23,14,NA,22,-1,NA,-1
"35VLJ3",39,27,75,50,37,85,11,10,10,9,1,14,11,NA,19,2,NA,5
"35VLJ4",43,30,77,49,34,89,6,4,12,13,1,17,13,NA,19,0,NA,2
"35VLK3",40,28,75,46,35,83,6,7,8,4,NA,7,6,NA,14,2,NA,7
"35VLK4",39,24,70,49,33,84,10,9,14,10,1,17,11,NA,18,1,NA,1
"35VLL3",38,29,68,45,36,83,7,7,15,3,1,8,6,NA,13,3,NA,5
"35VLL4",39,30,78,46,33,81,7,3,3,3,NA,3,7,NA,8,4,NA,5
"35VMC1",40,28,76,48,32,76,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35VMC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,4
"35VMC3",44,34,91,50,41,91,6,7,0,NA,NA,NA,NA,NA,3,NA,NA,NA
"35VMC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"35VMD1",43,24,73,47,34,76,4,10,3,NA,NA,NA,1,NA,3,NA,NA,NA
"35VMD2",37,23,70,47,31,77,10,8,7,NA,NA,NA,1,NA,1,NA,NA,NA
"35VMD3",41,25,79,47,31,74,6,6,-5,7,2,27,6,NA,20,-1,NA,-7
"35VMD4",44,26,72,48,36,80,4,10,8,NA,NA,NA,1,NA,2,NA,NA,NA
"35VME1",42,31,79,46,33,77,4,2,-2,8,2,26,11,1,25,3,-1,-1
"35VME2",42,26,75,47,33,80,5,7,5,7,2,25,11,1,27,4,-1,2
"35VME3",43,35,87,50,38,86,7,3,-1,7,2,27,11,2,33,4,0,6
"35VME4",39,26,75,46,31,79,7,5,4,7,2,27,9,NA,28,2,NA,1
"35VMF1",46,31,88,49,34,84,3,3,-4,8,1,24,13,1,27,5,0,3
"35VMF2",41,25,73,45,27,72,4,2,-1,6,1,23,10,NA,28,4,NA,5
"35VMF3",43,26,83,50,37,87,7,11,4,8,2,24,13,NA,26,5,NA,2
"35VMF4",41,27,83,47,33,83,6,6,0,9,2,27,10,NA,29,1,NA,2
"35VMG1",42,30,88,49,36,99,7,6,11,10,1,22,12,1,21,2,0,-1
"35VMG2",38,32,77,47,37,81,9,5,4,8,NA,25,8,1,20,0,NA,-5
"35VMG3",33,25,76,39,32,86,6,7,10,7,1,15,7,NA,11,0,NA,-4
"35VMG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,22,3,NA,10,-4,NA,-12
"35VMH1",46,34,86,45,37,84,-1,3,-2,10,1,20,12,NA,20,2,NA,0
"35VMH2",41,27,80,45,37,87,4,10,7,10,1,21,14,1,19,4,0,-2
"35VMH3",38,30,83,48,36,90,10,6,7,10,1,16,11,NA,14,1,NA,-2
"35VMH4",41,35,88,48,40,98,7,5,10,8,1,9,10,1,18,2,0,9
"35VMJ1",42,30,77,49,35,82,7,5,5,9,1,18,11,NA,16,2,NA,-2
"35VMJ2",38,27,74,45,35,81,7,8,7,9,1,10,11,NA,14,2,NA,4
"35VMJ3",37,28,76,45,32,83,8,4,7,5,1,7,7,NA,12,2,NA,5
"35VMJ4",38,22,75,43,26,78,5,4,3,7,NA,13,12,1,14,5,NA,1
"35VMK1",42,27,76,45,32,81,3,5,5,6,NA,10,9,NA,15,3,NA,5
"35VMK2",43,27,78,48,34,85,5,7,7,7,NA,9,10,1,17,3,NA,8
"35VMK3",40,30,79,45,30,80,5,0,1,12,1,18,5,NA,8,-7,NA,-10
"35VMK4",44,28,79,49,33,82,5,5,3,12,1,14,8,NA,13,-4,NA,-1
"35VML1",38,27,71,45,35,85,7,8,14,4,1,14,6,NA,9,2,NA,-5
"35VML2",38,29,73,48,35,82,10,6,9,7,NA,10,7,NA,11,0,NA,1
"35VML3",38,25,71,42,37,80,4,12,9,11,NA,13,7,NA,9,-4,NA,-4
"35VML4",38,26,72,39,32,81,1,6,9,5,NA,9,3,NA,9,-2,NA,0
"35VNC1",34,25,69,44,32,82,10,7,13,NA,NA,NA,NA,NA,4,NA,NA,NA
"35VNC2",29,23,69,45,29,81,16,6,12,NA,NA,NA,NA,NA,5,NA,NA,NA
"35VNC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA
"35VNC4",42,30,82,50,39,93,8,9,11,NA,NA,3,3,1,10,NA,NA,7
"35VND1",37,27,75,48,26,73,11,-1,-2,6,1,24,5,NA,20,-1,NA,-4
"35VND2",34,26,68,47,35,78,13,9,10,NA,NA,NA,1,NA,1,NA,NA,NA
"35VND3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,2
"35VNE1",40,28,74,48,36,83,8,8,9,7,2,26,9,1,28,2,-1,2
"35VNE2",39,30,83,46,31,81,7,1,-2,7,2,28,11,1,22,4,-1,-6
"35VNF1",43,29,78,49,37,88,6,8,10,6,2,25,9,NA,20,3,NA,-5
"35VNF2",40,28,73,43,34,82,3,6,9,6,2,22,7,NA,17,1,NA,-5
"35VNF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,18,2,NA,11,-2,NA,-7
"35VNH1",38,27,76,46,33,85,8,6,9,6,NA,12,8,NA,15,2,NA,3
"35VNH2",42,35,93,48,41,103,6,6,10,8,1,20,11,NA,22,3,NA,2
"35VNH3",43,32,85,50,38,92,7,6,7,7,1,20,15,1,24,8,0,4
"35VNH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,19,7,NA,14,2,NA,-5
"35VNJ1",39,26,76,46,35,82,7,9,6,7,2,10,10,NA,15,3,NA,5
"35VNJ2",38,23,74,46,33,86,8,10,12,5,1,12,11,NA,17,6,NA,5
"35VNJ3",41,28,74,42,32,82,1,4,8,9,1,15,3,NA,11,-6,NA,-4
"35VNJ4",37,27,74,40,30,74,3,3,0,4,NA,9,7,NA,14,3,NA,5
"35VNK1",40,24,73,48,34,80,8,10,7,15,1,23,10,NA,14,-5,NA,-9
"35VNK2",40,26,75,47,36,85,7,10,10,15,1,21,9,NA,15,-6,NA,-6
"35VNK3",38,23,73,47,33,77,9,10,4,9,1,15,6,NA,15,-3,NA,0
"35VNK4",40,25,75,45,23,70,5,-2,-5,8,NA,11,8,NA,14,0,NA,3
"35VNL1",37,26,69,43,32,75,6,6,6,13,1,18,10,1,19,-3,0,1
"35VNL2",42,32,81,47,36,82,5,4,1,12,1,19,12,1,17,0,0,-2
"35VNL3",37,22,66,44,29,78,7,7,12,10,1,13,5,NA,11,-5,NA,-2
"35VNL4",37,26,72,44,30,77,7,4,5,12,NA,15,6,NA,11,-6,NA,-4
"35VPH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,13,4,NA,12,0,NA,-1
"35VPJ1",41,27,76,48,34,86,7,7,10,11,1,17,10,NA,18,-1,NA,1
"35VPJ2",46,28,82,49,34,92,3,6,10,6,NA,11,8,NA,14,2,NA,3
"35VPK1",40,29,77,49,37,90,9,8,13,6,1,14,11,NA,12,5,NA,-2
"35VPK2",42,31,81,51,36,88,9,5,7,7,1,15,11,NA,19,4,NA,4
"35VPL1",37,24,69,45,29,74,8,5,5,13,NA,16,5,NA,10,-8,NA,-6
"35VPL2",41,26,72,48,32,79,7,6,7,8,NA,9,5,NA,10,-3,NA,1
"35WLM3",44,37,98,52,41,103,8,4,5,6,1,15,7,NA,14,1,NA,-1
"35WLM4",35,29,76,49,39,91,14,10,15,6,1,15,8,NA,11,2,NA,-4
"35WLN3",41,29,81,48,37,93,7,8,12,2,NA,10,5,NA,12,3,NA,2
"35WLP3",36,24,70,43,24,68,7,0,-2,2,NA,3,3,NA,9,1,NA,6
"35WLP4",38,28,76,46,35,82,8,7,6,5,1,14,5,NA,15,0,NA,1
"35WLQ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,3,NA,7,0,NA,1
"35WMM1",43,40,88,49,46,98,6,6,10,5,1,19,8,1,18,3,0,-1
"35WMM2",38,29,77,42,35,83,4,6,6,6,1,15,5,NA,11,-1,NA,-4
"35WMM3",38,27,78,48,34,87,10,7,9,7,NA,19,5,NA,9,-2,NA,-10
"35WMM4",37,28,79,44,38,82,7,10,3,4,NA,10,5,NA,11,1,NA,1
"35WMN1",41,30,81,43,37,90,2,7,9,9,1,16,4,NA,9,-5,NA,-7
"35WMN2",42,36,90,51,43,110,9,7,20,10,1,26,9,NA,18,-1,NA,-8
"35WMN3",37,25,74,38,29,71,1,4,-3,4,NA,7,3,NA,4,-1,NA,-3
"35WMN4",37,25,74,46,28,80,9,3,6,5,1,13,5,NA,8,0,NA,-5
"35WMP1",36,27,72,49,31,84,13,4,12,9,1,16,7,NA,13,-2,NA,-3
"35WMP2",37,22,68,45,28,78,8,6,10,6,NA,10,3,NA,7,-3,NA,-3
"35WMP3",34,22,70,44,29,74,10,7,4,9,NA,14,3,NA,8,-6,NA,-6
"35WMP4",38,22,71,41,26,66,3,4,-5,2,NA,10,3,NA,7,1,NA,-3
"35WMQ1",30,20,59,38,24,67,8,4,8,2,NA,5,2,NA,4,0,NA,-1
"35WMQ2",33,20,67,41,23,64,8,3,-3,4,NA,4,3,NA,5,-1,NA,1
"35WMQ3",34,23,65,39,27,68,5,4,3,6,NA,10,3,NA,6,-3,NA,-4
"35WMQ4",32,22,64,38,22,62,6,0,-2,3,NA,4,2,NA,6,-1,NA,2
"35WMR1",25,18,58,34,21,64,9,3,6,1,NA,NA,3,NA,4,2,NA,NA
"35WMR2",33,23,62,40,25,70,7,2,8,9,NA,13,5,NA,7,-4,NA,-6
"35WMR3",32,21,59,31,23,58,-1,2,-1,1,NA,1,4,NA,3,3,NA,2
"35WMR4",34,22,65,36,27,66,2,5,1,8,NA,14,3,NA,5,-5,NA,-9
"35WMS1",11,19,40,20,14,48,9,-5,8,2,NA,7,3,NA,4,1,NA,-3
"35WMS2",20,25,60,29,21,58,9,-4,-2,3,NA,3,2,NA,4,-1,NA,1
"35WMS3",28,24,62,33,22,63,5,-2,1,5,NA,4,2,NA,4,-3,NA,0
"35WMS4",32,26,66,38,23,71,6,-3,5,3,NA,NA,5,NA,5,2,NA,NA
"35WMT1",20,27,69,26,30,74,6,3,5,5,1,11,8,NA,13,3,NA,2
"35WMT2",16,21,55,18,21,51,2,0,-4,6,NA,10,6,NA,11,0,NA,1
